0_0_0_0_0_0_0_0_0_0
0_0_168_0_0_0_0_0_0_0
0_0_219_0_0_0_0_0_0_0
0_0_72_0_0_0_0_0_1_0
0_0_204_0_0_0_0_0_0_0
2_0_0_1_0_0_0_0_0_0
2_0_54_2_0_0_0_0_0_0
2_0_33_0_0_2_0_0_0_0
2_0_3_19_0_0_0_0_0_0
2_0_0_1_0_0_0_0_0_0
0_0_237_0_0_0_0_0_0_0
0_0_43_0_0_0_0_0_0_0
0_21_0_0_0_0_0_0_0_0
0_0_168_0_0_0_0_0_2_0
0_0_40_1_0_0_0_0_0_0
0_0_192_1_0_9_0_0_0_0
0_0_72_0_0_0_0_0_0_0
0_0_42_0_1_0_0_0_0_0
0_0_196_0_0_0_0_0_0_0
0_0_165_2_0_0_0_0_0_0
0_0_206_1_0_0_0_0_0_0
0_0_206_1_0_0_0_0_0_0
0_0_19_4_1_10_0_0_0_0
0_0_43_1_0_0_0_0_0_0
0_0_0_0_12_0_0_0_0_0
0_0_197_8_0_0_0_0_0_0
0_0_168_0_0_0_0_0_4_0
0_0_19_1_0_0_0_0_0_0
0_0_19_4_0_0_0_0_0_0
0_0_165_9_0_0_0_0_0_0
0_0_81_1_0_1_0_0_0_0
0_0_167_7_0_0_0_0_0_0
0_0_3_12_0_0_0_0_0_0
0_0_81_1_0_0_0_0_0_0
0_0_3_13_0_0_0_0_0_0
0_0_81_1_0_1_0_0_0_0
0_0_57_15_0_0_0_0_0_0
0_0_165_2_0_1_0_0_2_0
0_0_125_2_0_0_0_0_0_0
0_0_165_2_0_0_0_0_1_0
0_0_76_0_0_0_0_0_0_0
0_0_165_2_0_1_0_0_1_0
0_0_90_0_0_0_0_0_0_0
0_0_31_4_0_0_0_0_0_0
0_0_206_1_0_0_2_0_0_0
0_0_196_0_0_1_0_0_0_0
0_0_168_0_0_0_0_0_1_0
0_0_111_2_0_0_0_0_0_0
0_0_106_4_0_0_0_0_0_0
0_0_21_4_4_0_0_0_0_0
2_0_72_1_0_0_0_0_0_0
0_0_111_0_0_1_0_0_0_0
0_0_111_0_0_2_0_0_0_0
0_0_111_1_0_0_0_0_0_0
0_0_111_0_3_0_0_0_0_0
0_0_116_0_2_0_0_0_0_0
0_0_116_0_3_0_0_0_0_0
0_0_209_5_0_2_0_0_0_0
0_0_111_2_0_2_0_0_0_0
0_0_21_4_0_9_0_0_0_0
0_0_111_2_0_1_0_0_0_0
0_0_209_5_0_1_0_0_0_0
0_0_111_0_0_1_1_0_0_0
0_0_111_0_1_0_0_0_0_0
0_0_134_0_0_0_0_0_0_0
2_0_0_1_0_0_0_0_0_0
0_0_0_0_13_0_0_0_0_0
0_0_173_0_0_0_0_0_0_0
0_0_180_0_4_0_0_0_0_0
0_0_100_1_0_0_0_0_0_0
0_1_0_0_0_0_0_0_0_0
0_0_13_0_0_0_0_0_0_0
0_0_100_1_0_0_0_0_0_0
0_0_12_0_0_0_0_0_0_0
0_0_127_3_0_0_0_0_0_0
0_0_100_1_0_1_0_0_0_0
0_0_12_0_1_0_0_0_0_0
0_0_12_1_0_0_0_0_0_0
2_0_3_11_0_0_1_0_1_0
0_0_128_2_0_0_0_0_0_0
0_0_128_2_0_0_0_0_0_0
0_0_94_2_0_0_0_0_0_0
0_0_60_0_0_0_0_0_0_0
0_0_97_6_0_0_0_0_0_0
0_0_127_7_0_0_0_0_0_0
0_0_127_7_0_0_1_0_0_0
0_0_155_0_0_0_0_0_0_0
0_0_165_0_0_0_0_0_0_0
0_0_127_7_0_0_0_1_0_0
0_0_127_5_0_0_0_0_0_0
0_0_145_0_0_0_0_0_0_0
0_1_1_2_0_0_0_0_0_0
0_0_17_0_0_0_0_0_0_0
0_0_130_1_0_0_0_0_0_0
0_0_232_0_0_1_1_0_0_0
0_0_191_0_0_0_0_0_0_0
0_0_25_0_0_0_0_0_0_0
0_0_166_2_0_0_0_0_0_0
0_0_117_0_1_0_0_0_0_0
0_0_165_1_0_0_0_0_0_0
0_0_180_1_0_0_0_0_0_0
0_0_128_0_0_0_0_0_0_0
0_0_190_0_0_0_0_0_0_0
0_0_47_0_0_0_2_7_0_0
0_0_23_0_0_5_0_0_0_0
0_0_57_10_0_0_0_0_0_0
0_0_103_0_1_0_0_0_0_0
0_0_54_0_1_0_0_0_0_0
0_16_1_1_0_0_0_0_0_0
0_0_241_0_0_0_0_0_0_0
0_0_94_1_0_0_0_0_0_0
0_0_156_1_0_0_0_0_0_0
0_0_156_1_0_0_1_0_0_0
0_16_1_1_0_0_0_1_0_0
0_14_6_0_0_0_0_0_0_0
2_0_3_9_0_0_0_0_0_0
0_0_99_0_0_0_0_0_0_0
0_0_127_4_0_0_0_1_0_0
2_0_33_0_0_0_0_1_0_0
2_0_33_0_0_1_0_0_0_0
2_0_33_0_0_1_1_0_0_0
2_0_33_0_0_0_0_0_0_0
0_0_57_10_0_0_0_0_0_0
0_0_57_10_0_0_0_0_1_0
0_0_57_10_0_0_0_0_2_0
0_0_57_10_0_0_0_0_0_0
0_0_168_0_0_0_1_0_1_0
0_0_168_0_0_0_1_0_1_0
0_0_168_0_0_0_1_0_0_0
0_0_180_0_1_0_0_0_0_0
0_0_180_0_2_0_0_0_0_0
0_0_180_0_0_0_0_0_0_0
0_0_192_0_2_0_0_0_0_0
0_0_192_0_0_0_0_0_0_0
0_0_12_2_0_0_1_0_0_0
0_0_12_2_0_0_0_0_0_0
0_0_13_0_0_0_1_0_0_0
0_0_13_0_1_0_0_0_0_0
0_0_13_0_4_0_0_0_0_0
0_0_172_0_0_0_0_0_0_0
0_0_57_10_0_0_0_0_3_0
2_0_3_10_0_0_0_0_0_0
2_0_50_0_0_0_0_0_0_0
0_0_0_0_0_0_0_0_0_0
0_0_165_2_0_1_0_0_3_0
0_0_76_1_0_0_0_0_0_0
0_0_165_10_0_0_0_0_0_0
0_0_126_0_0_0_0_0_0_0
0_0_165_2_0_1_0_0_4_0
0_0_90_0_0_1_0_0_0_0
0_0_3_13_1_0_0_0_0_0
0_0_37_4_0_0_0_0_0_0
0_6_0_0_0_0_0_0_0_0
0_0_81_1_0_1_0_0_0_0
0_0_82_0_0_0_0_0_0_0
0_0_165_2_0_1_0_0_0_0
0_0_167_6_0_0_0_0_0_0
0_22_0_0_0_0_0_0_0_0
0_0_0_0_2_7_0_0_0_0
0_0_197_11_0_0_0_0_0_0
0_0_238_1_0_2_0_0_0_0
0_0_0_0_13_0_1_0_0_0
0_0_238_1_1_0_0_0_0_0
0_0_0_0_2_8_0_0_0_0
0_0_0_0_0_8_0_0_0_0
0_0_165_8_0_2_0_0_0_0
0_0_165_8_0_5_0_0_0_0
0_0_0_0_7_0_0_0_0_0
2_0_3_11_0_0_0_0_0_0
0_0_0_0_2_5_0_0_0_0
0_0_0_0_1_0_0_0_0_0
0_0_197_9_1_5_0_0_0_0
0_0_197_3_0_0_0_0_0_0
0_0_197_9_3_0_0_1_0_0
0_0_0_0_0_1_0_0_0_0
0_0_197_9_2_0_0_0_0_0
0_0_78_0_0_0_0_0_0_0
0_0_197_9_3_3_0_0_0_0
0_0_0_0_2_0_0_0_0_0
0_0_0_0_2_1_0_0_0_0
0_0_165_8_0_0_0_0_0_0
0_0_197_9_3_0_0_0_0_0
0_0_0_0_0_6_0_0_0_0
0_0_197_9_3_2_0_0_0_0
0_0_0_0_2_11_0_0_0_0
0_0_197_9_1_2_1_0_0_0
0_0_78_1_0_0_0_0_0_0
0_0_78_1_0_0_0_0_0_0
0_0_197_9_1_0_0_0_0_0
0_0_3_2_0_0_0_0_0_0
0_0_197_5_0_0_0_0_0_0
0_0_197_2_0_3_0_0_0_0
0_0_197_9_1_7_0_0_0_0
0_0_0_0_3_0_4_0_0_0
0_0_238_1_0_0_0_0_0_0
0_0_197_9_5_0_0_0_0_0
0_0_197_4_0_0_0_0_0_0
0_0_197_4_0_0_0_0_0_0
0_0_238_1_0_1_0_0_0_0
0_6_1_1_0_1_0_0_0_0
0_0_197_9_1_6_0_0_0_0
0_0_165_8_1_0_0_0_0_0
0_0_197_9_3_4_0_0_0_0
0_0_0_0_8_0_0_0_0_0
0_0_0_0_3_0_2_0_0_0
0_0_197_9_1_3_0_0_0_0
0_0_0_0_3_0_1_1_0_0
0_0_197_2_0_2_0_0_0_0
0_0_0_0_3_0_3_0_0_0
0_0_0_0_0_4_0_0_0_0
0_0_19_2_0_0_0_0_0_0
0_0_78_0_0_0_1_0_0_0
0_6_1_0_0_0_0_0_0_0
0_0_197_9_3_0_1_0_0_0
0_0_0_0_2_2_0_0_0_0
0_0_197_2_0_0_0_0_0_0
0_0_197_2_0_1_0_0_0_0
0_0_197_9_4_0_0_0_0_0
0_0_197_9_0_0_0_0_0_0
0_0_84_0_0_1_0_0_0_0
0_0_165_8_0_1_0_0_0_0
0_0_0_0_2_3_0_0_0_0
0_0_0_0_7_1_0_0_0_0
0_0_0_0_2_9_0_0_0_0
0_0_197_9_1_0_0_1_0_0
0_0_197_9_1_0_0_2_0_0
0_0_0_0_0_5_0_0_0_0
0_6_1_0_5_0_0_0_0_0
0_0_197_5_0_1_0_0_0_0
0_0_0_0_3_1_0_0_0_0
0_0_19_3_0_0_0_0_0_0
0_0_197_9_3_6_0_0_0_0
0_0_197_9_3_1_0_0_0_0
0_0_238_1_0_2_0_0_1_0
0_0_197_6_0_0_0_0_0_0
0_0_197_9_3_5_0_0_0_0
0_0_0_0_3_0_1_0_0_0
0_0_0_0_8_0_1_0_0_0
0_0_197_5_0_2_0_0_0_0
0_0_197_9_1_4_0_0_0_0
0_0_197_9_3_4_1_1_0_0
0_0_197_9_1_2_0_0_0_0
0_0_0_0_3_0_1_1_1_0
0_0_0_0_2_6_0_0_0_0
0_0_197_9_3_4_1_0_0_0
0_0_0_0_3_0_0_0_0_0
0_0_0_0_14_0_0_0_0_0
0_0_0_0_0_3_0_0_0_0
0_0_0_0_2_4_0_0_0_0
0_0_0_0_7_2_0_0_0_0
0_0_0_0_2_10_0_0_0_0
0_6_1_1_0_1_0_1_0_0
0_0_81_1_0_1_0_0_0_0
0_0_167_0_0_0_0_0_0_0
0_0_165_2_0_1_0_0_3_0
0_0_37_2_0_1_0_0_0_0
0_0_37_2_0_1_0_1_0_0
0_0_37_2_0_0_0_0_0_0
0_0_37_2_0_1_1_0_0_0
0_0_148_0_0_0_0_0_0_0
0_0_97_0_0_0_2_0_0_0
0_0_97_0_0_0_0_0_0_0
0_0_97_0_0_0_1_0_0_0
0_0_97_0_0_1_0_0_0_0
0_0_97_0_0_0_3_0_0_0
0_0_148_0_0_2_0_0_0_0
0_0_148_0_0_0_0_1_0_0
0_0_148_0_0_0_3_0_0_0
0_0_148_0_0_0_2_0_0_0
0_0_97_0_0_2_1_0_0_0
0_0_148_0_0_0_4_0_0_0
0_0_97_0_0_2_0_0_0_0
0_0_39_0_0_0_0_0_0_0
0_0_97_0_0_0_3_1_0_0
0_0_97_0_0_0_4_0_0_0
0_0_148_0_1_0_0_0_0_0
0_0_148_0_0_1_0_0_0_0
0_0_2_0_0_1_0_0_0_0
0_0_19_7_0_0_0_0_0_0
0_0_105_0_0_0_0_0_0_0
0_0_44_0_0_0_0_0_0_0
0_0_230_0_0_0_0_0_0_0
0_0_161_1_0_0_0_0_0_0
0_0_97_8_0_0_0_0_0_0
0_0_203_0_0_0_0_0_0_0
0_0_3_6_0_0_0_0_0_0
0_0_31_1_0_0_0_0_0_0
0_13_0_1_0_0_0_0_0_0
0_0_2_0_0_0_0_0_0_0
0_0_234_0_0_0_0_0_0_0
0_0_42_0_0_0_0_0_0_0
0_0_51_0_0_0_0_0_0_0
0_0_28_1_0_0_0_0_0_0
0_16_1_0_0_0_0_0_0_0
2_0_43_0_0_0_0_0_0_0
0_7_0_0_0_0_0_0_0_0
0_16_1_0_0_1_0_0_0_0
2_0_8_10_0_0_0_0_0_0
0_14_5_0_0_0_0_0_0_0
0_0_73_0_0_0_0_0_0_0
0_2_1_0_0_0_0_0_0_0
0_2_1_0_0_0_3_0_0_0
0_0_148_0_0_0_0_2_0_0
0_0_201_0_0_0_0_0_0_0
0_0_166_0_0_0_0_0_0_0
0_0_197_0_0_0_0_0_0_0
2_0_66_2_0_0_0_0_0_0
0_10_1_0_0_0_0_0_0_0
0_0_121_0_0_0_0_0_0_0
0_0_37_1_0_0_0_0_0_0
0_8_0_0_0_0_0_0_0_0
0_0_197_1_0_0_0_0_0_0
0_0_127_3_2_0_0_0_0_0
0_1_0_0_0_0_0_1_0_0
2_0_35_0_0_0_0_0_0_0
0_1_0_0_0_1_0_0_0_0
0_0_19_4_1_0_0_0_0_0
0_0_0_0_13_0_0_0_0_0
0_0_54_1_0_0_0_0_0_0
2_0_3_1_0_0_0_0_0_0
0_0_108_1_0_0_0_0_0_0
1_0_0_4_0_0_0_0_0_0
0_0_224_0_0_1_0_0_1_0
0_0_224_0_0_1_0_0_1_0
0_0_13_0_3_0_0_0_0_0
0_0_30_1_0_0_0_0_0_0
0_0_93_0_0_0_0_0_0_0
0_0_127_1_0_0_0_0_0_0
0_0_70_0_0_0_0_0_0_0
0_0_19_4_3_0_0_0_0_0
2_0_21_0_0_0_0_0_0_0
0_0_110_0_0_0_0_0_0_0
0_0_208_2_0_0_0_0_0_0
0_0_30_5_0_0_0_0_0_0
2_0_8_17_0_0_0_0_0_0
0_0_127_0_0_0_0_0_0_0
0_0_136_0_0_0_0_0_0_0
0_0_0_0_10_0_0_0_0_0
0_14_11_0_0_0_0_0_0_0
0_0_183_0_0_0_0_0_0_0
2_0_3_16_0_0_0_0_0_0
0_0_127_0_0_1_0_0_0_0
0_0_127_0_0_0_1_0_0_0
0_0_188_0_0_0_0_0_0_0
0_0_190_1_0_1_0_0_0_0
2_0_15_0_0_0_0_0_0_0
0_0_190_1_0_0_0_0_0_0
2_0_3_17_0_0_0_0_0_0
2_0_60_0_0_0_0_0_0_0
0_0_100_1_1_0_0_0_0_0
2_0_55_0_0_0_0_0_0_0
0_24_0_0_0_0_0_0_0_0
0_0_55_0_0_0_0_0_0_0
2_0_42_1_0_0_0_0_0_0
1_0_0_8_0_0_0_0_0_0
0_0_181_1_0_0_0_0_0_0
0_0_61_0_0_0_0_0_0_0
0_0_185_0_0_0_0_0_0_0
0_1_0_0_0_2_0_0_0_0
0_0_100_0_0_0_0_0_0_0
2_0_12_0_0_0_0_0_0_0
0_1_1_2_0_0_0_0_0_0
0_0_232_0_0_1_0_0_0_0
0_0_190_2_0_0_0_0_0_0
2_0_65_0_0_0_0_0_0_0
0_0_15_0_0_0_0_0_0_0
0_0_50_0_0_0_0_0_0_0
0_17_0_0_0_0_0_0_0_0
0_2_0_0_0_0_0_0_1_0
0_2_0_0_0_0_0_0_0_0
0_0_12_2_0_1_0_0_0_0
2_0_31_0_0_0_0_0_0_0
2_0_8_14_0_0_0_0_0_0
2_0_16_0_0_0_0_0_0_0
2_0_8_12_0_0_0_0_0_0
0_0_14_1_0_0_0_0_0_0
1_0_0_6_0_0_0_0_0_0
0_0_173_0_0_0_1_0_0_0
0_0_190_1_1_0_0_0_0_0
