total elements,cutoff clustering,allelic mismatches,number partitions ,silhouette,noise silhouette low,noise silhouette av,noise silhouette up,noise aWallace1 low,noise aWallace1 av,noise aWallace1 up,noise aWallace2 low,noise aWallace2 av,noise aWallace2 up,nAUC silhouette low,nAUC silhouette av,nAUC silhouette up,nAUC aWallace1 low,nAUC aWallace1 av,nAUC aWallace1 up,nAUC aWallace2 low,nAUC aWallace2 av,nAUC aWallace2 up
1665,0.014206788,18.53985834,726,0.572383,0.501391,0.576115,0.627301,0.855932,0.987749,1,0.967367,0.995107,1,0.736759,0.751761,0.769144,1,1,1,0.98865,0.99564,0.999583
1665,0.014581734,19.02916287,725,0.572683,0.516695,0.579506,0.636161,0.856015,0.986304,1,0.982189,0.997592,1,0.736636,0.752293,0.769419,1,1,1,0.990281,0.995682,0.999655
1665,0.014592934,19.04377887,724,0.572963,0.516695,0.579506,0.636161,0.856099,0.986352,1,0.982093,0.997543,1,0.736681,0.752482,0.769536,1,1,1,0.990288,0.995691,0.999657
1665,0.01460415,19.05841575,723,0.572954,0.509935,0.578524,0.625481,0.856267,0.987875,1,0.979994,0.997265,1,0.735233,0.751686,0.768327,1,1,1,0.989145,0.995579,0.999674
1665,0.014615385,19.07307743,720,0.573326,0.509935,0.578524,0.625481,0.856602,0.988113,1,0.97961,0.997117,1,0.735379,0.751853,0.76864,1,1,1,0.988944,0.995468,0.999592
1665,0.014626636,19.08775998,718,0.573887,0.504968,0.573171,0.628049,0.885492,0.990442,1,0.979514,0.995268,1,0.737551,0.752901,0.769071,1,1,1,0.989186,0.995609,0.999666
1665,0.014637904,19.10246472,715,0.573916,0.504968,0.573171,0.628049,0.885838,0.990654,1,0.979131,0.995094,1,0.737667,0.753047,0.769236,1,1,1,0.988977,0.995542,0.99949
1665,0.014683153,19.16151467,714,0.573602,0.490702,0.581045,0.624904,0.858477,0.984301,1,0.965564,0.997275,1,0.738615,0.753386,0.769759,1,1,1,0.990109,0.99582,0.999424
1665,0.014705882,19.19117601,713,0.575499,0.490241,0.574814,0.624475,0.768069,0.984159,1,0.962348,0.995101,1,0.738575,0.753776,0.771325,1,1,1,0.990833,0.995831,0.999585
1665,0.014717273,19.20604127,712,0.577728,0.490241,0.574814,0.624475,0.768519,0.984484,1,0.961784,0.994852,1,0.738957,0.75425,0.771731,1,1,1,0.990027,0.995548,0.999289
1665,0.014832162,19.35597141,710,0.579327,0.503551,0.573908,0.624482,0.966396,0.992565,1,0.964581,0.994761,1,0.739744,0.754718,0.772807,1,1,1,0.988154,0.995265,0.999479
1665,0.015360983,20.04608282,709,0.579882,0.510764,0.581315,0.625749,0.858446,0.98778,1,0.977506,0.997582,1,0.740232,0.75529,0.772359,1,1,1,0.989432,0.995806,0.999626
1665,0.01537279,20.06149095,707,0.580436,0.510764,0.581315,0.625749,0.858697,0.987955,1,0.97722,0.997468,1,0.741131,0.755706,0.7727,1,1,1,0.989475,0.995944,0.999629
1665,0.015432099,20.1388892,706,0.580785,0.509988,0.577292,0.634254,0.852047,0.980045,1,0.981954,0.996357,1,0.741045,0.755907,0.771852,1,1,1,0.990459,0.996199,0.999637
1665,0.015455951,20.17001606,704,0.58333,0.520141,0.588,0.634231,0.769412,0.974917,1,0.981907,0.997836,1,0.741644,0.756854,0.773275,1,1,1,0.989734,0.996238,0.999643
1665,0.015467905,20.18561603,702,0.584579,0.520141,0.588,0.634231,0.769487,0.974977,1,0.981811,0.997801,1,0.742159,0.757302,0.773464,1,1,1,0.990126,0.996268,0.999643
1665,0.015491867,20.21688644,701,0.584547,0.515802,0.582567,0.628129,0.8592,0.983788,1,0.981619,0.996958,1,0.741675,0.757012,0.773947,1,1,1,0.990412,0.996229,0.999556
1665,0.015564202,20.31128361,700,0.583127,0.528029,0.584118,0.624323,0.770358,0.978357,1,0.981004,0.99683,1,0.740762,0.756898,0.772908,1,1,1,0.990347,0.996044,0.999476
1665,0.015588464,20.34294552,699,0.584298,0.51427,0.581345,0.628178,0.855755,0.984574,1,0.980615,0.996437,1,0.742178,0.757247,0.774358,1,1,1,0.990142,0.995999,0.999651
1665,0.015741508,20.54266794,698,0.58464,0.514,0.580146,0.631618,0.757209,0.982519,1,0.980567,0.995857,1,0.741166,0.757261,0.774482,1,1,1,0.989746,0.996055,0.999715
1665,0.01614143,21.06456615,697,0.584632,0.525175,0.582646,0.627209,0.860373,0.977614,1,0.980281,0.997091,1,0.740974,0.757149,0.773524,1,1,1,0.990205,0.996107,0.999761
1665,0.016166281,21.09699671,695,0.585817,0.521443,0.58654,0.635374,0.84566,0.979716,1,0.979707,0.996783,1,0.742035,0.758296,0.775106,1,1,1,0.98952,0.996064,0.999609
1665,0.016178736,21.11325048,693,0.588823,0.521443,0.58654,0.635374,0.845907,0.979883,1,0.979421,0.996664,1,0.742669,0.758846,0.775746,1,1,1,0.989416,0.995955,0.999578
1665,0.016317016,21.29370588,692,0.589427,0.528358,0.583279,0.633218,0.757372,0.97477,1,0.979627,0.996536,1,0.744248,0.75909,0.774912,1,1,1,0.989959,0.996079,0.999793
1665,0.016329704,21.31026372,691,0.588087,0.528358,0.583279,0.633218,0.75914,0.975925,1,0.977346,0.995426,1,0.744012,0.758948,0.774835,1,1,1,0.987173,0.994716,0.999389
1665,0.01635514,21.3434577,690,0.589005,0.520222,0.582619,0.626628,0.856786,0.975288,1,0.976571,0.99487,1,0.744885,0.759413,0.77683,1,1,1,0.985962,0.995027,0.999737
1665,0.016910069,22.06764005,689,0.590242,0.523222,0.586018,0.628418,0.766412,0.964163,1,0.977495,0.99674,1,0.743882,0.759708,0.775863,1,1,1,0.988426,0.995302,0.999615
1665,0.016923077,22.08461549,688,0.590255,0.543215,0.586855,0.627382,0.759435,0.96357,1,0.983705,0.996285,1,0.743884,0.759919,0.779721,1,1,1,0.987431,0.99514,0.999516
1665,0.016949153,22.11864467,686,0.591318,0.533771,0.587853,0.631406,0.767591,0.972224,1,0.985939,0.996503,1,0.744511,0.759835,0.776756,1,1,1,0.98694,0.994985,0.999599
1665,0.016962221,22.13569841,684,0.592172,0.533771,0.587853,0.631406,0.769564,0.97354,1,0.983412,0.995333,1,0.744862,0.76005,0.777184,1,1,1,0.984318,0.993441,0.999371
1665,0.016988417,22.16988419,683,0.591986,0.528128,0.584886,0.638441,0.76299,0.964068,1,0.980471,0.995169,1,0.746495,0.760631,0.776569,1,1,1,0.984027,0.993986,0.999451
1665,0.017014695,22.20417698,680,0.595717,0.532309,0.587956,0.626018,0.76701,0.966602,1,0.974534,0.994686,1,0.744924,0.761396,0.777752,1,1,1,0.983614,0.993918,0.999425
1665,0.017027864,22.22136252,679,0.594112,0.532309,0.587956,0.626018,0.767678,0.967069,1,0.973687,0.994317,1,0.744745,0.761343,0.777995,1,1,1,0.982967,0.993509,0.999326
1665,0.017160686,22.39469523,678,0.595278,0.535747,0.589579,0.625781,0.77083,0.969732,1,0.974123,0.995173,1,0.746091,0.761505,0.778488,1,1,1,0.986369,0.99422,0.999098
1665,0.017665131,23.05299596,677,0.595632,0.511249,0.587474,0.633696,0.764367,0.963109,1,0.97317,0.995145,1,0.745456,0.761283,0.778718,1,1,1,0.985593,0.994018,0.999384
1665,0.017678708,23.07071394,676,0.594492,0.527374,0.590142,0.632752,0.764409,0.970738,1,0.972151,0.99448,1,0.746921,0.762049,0.777946,1,1,1,0.984706,0.992856,0.99902
1665,0.017705929,23.10623735,674,0.595715,0.535986,0.584639,0.639156,0.757524,0.963431,1,0.971589,0.993797,1,0.747583,0.761989,0.777449,1,1,1,0.984377,0.993355,0.999393
1665,0.017760618,23.17760649,673,0.595503,0.532586,0.588668,0.649368,0.747819,0.962201,1,0.971167,0.993744,1,0.747176,0.761874,0.77892,1,1,1,0.982691,0.992999,0.999127
1665,0.017884914,23.33981277,672,0.595879,0.53262,0.587134,0.626276,0.765219,0.964024,1,0.971169,0.993671,1,0.747557,0.76193,0.778367,1,1,1,0.98458,0.993865,0.999355
1665,0.018447349,24.07379045,671,0.597003,0.550521,0.588809,0.625887,0.766311,0.959199,1,0.979687,0.995135,1,0.747682,0.762344,0.779491,1,1,1,0.985258,0.994246,0.999404
1665,0.018461538,24.09230709,670,0.596027,0.53589,0.588529,0.623156,0.765698,0.95014,1,0.979121,0.995554,1,0.74764,0.762674,0.778281,1,1,1,0.98575,0.994208,0.999634
1665,0.01847575,24.11085375,669,0.596502,0.53589,0.588529,0.623156,0.766583,0.950741,1,0.977991,0.995063,1,0.747744,0.762744,0.778294,1,1,1,0.98479,0.993492,0.999256
1665,0.018489985,24.12943043,667,0.597018,0.538336,0.590324,0.650024,0.749383,0.954459,1,0.976996,0.993509,1,0.747888,0.763354,0.78072,1,1,1,0.984819,0.993459,0.999058
1665,0.018504241,24.14803451,666,0.596177,0.538336,0.590324,0.650024,0.749959,0.954778,1,0.976246,0.9931,1,0.747987,0.763301,0.780658,1,1,1,0.984734,0.993114,0.999003
1665,0.018604651,24.27906956,664,0.595926,0.54635,0.591478,0.636699,0.75307,0.962597,1,0.972196,0.993202,1,0.748691,0.763436,0.781178,1,1,1,0.982333,0.992325,0.999034
1665,0.018633541,24.31677101,662,0.598099,0.529618,0.590277,0.633124,0.768929,0.958706,1,0.964078,0.99291,1,0.748124,0.763597,0.781017,1,1,1,0.981449,0.992005,0.998651
1665,0.01866252,24.3545886,660,0.596395,0.528734,0.58728,0.634279,0.762552,0.952536,1,0.971004,0.992116,1,0.747996,0.763213,0.778697,1,1,1,0.980616,0.991574,0.99871
1665,0.01917178,25.0191729,659,0.597073,0.524996,0.590195,0.639215,0.76242,0.937002,1,0.972309,0.993703,1,0.747327,0.763341,0.780244,1,1,1,0.981766,0.99185,0.998586
1665,0.019201228,25.05760254,658,0.597389,0.541736,0.592224,0.651295,0.752969,0.941288,1,0.973079,0.993556,1,0.747565,0.763683,0.780816,1,1,1,0.982238,0.991673,0.99844
1665,0.01923077,25.09615485,657,0.597284,0.547871,0.589018,0.631543,0.753041,0.945516,1,0.972986,0.992992,1,0.748345,0.763948,0.783011,1,1,1,0.981074,0.992008,0.998914
1665,0.019245574,25.11547407,656,0.598751,0.547871,0.589018,0.631543,0.753185,0.945598,1,0.9728,0.992894,1,0.748886,0.764373,0.783118,1,1,1,0.981188,0.992076,0.998968
1665,0.01927525,25.15420125,654,0.599157,0.554643,0.593828,0.657631,0.724681,0.940237,1,0.975109,0.994381,1,0.749082,0.764009,0.779866,1,1,1,0.980909,0.991974,0.998956
1665,0.019319938,25.21251909,653,0.598097,0.557079,0.595585,0.638395,0.75459,0.931277,1,0.973899,0.995322,1,0.747485,0.764386,0.781535,1,1,1,0.979115,0.99116,0.998669
1665,0.019516002,25.46838261,652,0.599025,0.551895,0.593017,0.639413,0.756818,0.940657,1,0.970248,0.993134,1,0.749605,0.764611,0.780932,1,1,1,0.9811,0.991632,0.998507
1665,0.019969279,26.0599091,651,0.597743,0.538946,0.59252,0.631382,0.757829,0.922631,1,0.972428,0.994924,1,0.749828,0.765197,0.781891,1,1,1,0.979976,0.990855,0.998393
1665,0.02,26.1,650,0.595139,0.550221,0.590857,0.635901,0.759357,0.934672,1,0.967906,0.992152,1,0.749387,0.765248,0.782211,1,1,1,0.975994,0.988546,0.997606
1665,0.02004626,26.1603693,649,0.594836,0.561058,0.596425,0.639109,0.760714,0.925509,1,0.966531,0.991959,1,0.748677,0.76451,0.782652,1,1,1,0.975221,0.988182,0.997916
1665,0.020092735,26.22101918,648,0.596805,0.549834,0.59087,0.635891,0.761327,0.935961,1,0.965281,0.989028,1,0.75129,0.765457,0.781353,1,1,1,0.974943,0.987618,0.997563
1665,0.020108275,26.24129888,647,0.598399,0.549834,0.59087,0.635891,0.761975,0.936324,1,0.964459,0.988603,1,0.751588,0.765772,0.781671,1,1,1,0.974481,0.987121,0.996756
1665,0.020123839,26.2616099,646,0.598944,0.551982,0.591924,0.629494,0.772447,0.93409,1,0.963996,0.990871,1,0.75108,0.766176,0.783314,1,1,1,0.972688,0.987016,0.99789
1665,0.020170676,26.32273218,645,0.599013,0.553944,0.594169,0.646297,0.772052,0.923973,1,0.964475,0.991986,1,0.75057,0.765825,0.783046,1,1,1,0.972025,0.98692,0.996538
1665,0.020186335,26.34316718,643,0.599675,0.553944,0.594169,0.646297,0.772599,0.924359,1,0.963792,0.991723,1,0.750547,0.765979,0.783317,1,1,1,0.971906,0.98665,0.99649
1665,0.02021773,26.38413765,642,0.600163,0.551546,0.592436,0.629498,0.765064,0.942023,1,0.963229,0.98987,1,0.750944,0.766262,0.782118,1,1,1,0.972537,0.986855,0.997276
1665,0.020392157,26.61176489,641,0.600348,0.549503,0.592226,0.6358,0.773132,0.933678,1,0.963047,0.990161,1,0.751083,0.766236,0.783878,1,1,1,0.972826,0.986957,0.997058
1665,0.021488871,28.04297666,640,0.594446,0.553543,0.596313,0.636556,0.770173,0.903986,1,0.957431,0.986744,1,0.749592,0.765877,0.782696,1,1,1,0.960728,0.98044,0.995768
1665,0.021521905,28.08608603,637,0.571459,0.560463,0.593181,0.633898,0.825077,0.951928,1,0.893795,0.958089,1,0.744771,0.762323,0.781729,1,1,1,0.875889,0.937839,0.98487
1665,0.021555042,28.12932981,636,0.571306,0.551747,0.598958,0.660137,0.7913,0.933568,1,0.89058,0.960194,1,0.7442,0.762364,0.781064,1,1,1,0.875301,0.937244,0.985893
1665,0.021588281,28.17270671,635,0.57154,0.551747,0.598958,0.660137,0.791438,0.933651,1,0.890424,0.96012,1,0.744423,0.76271,0.781733,1,1,1,0.87548,0.937267,0.985986
1665,0.021655066,28.25986113,634,0.571888,0.539737,0.591213,0.629799,0.825402,0.947016,1,0.893443,0.955449,1,0.744903,0.762843,0.782649,1,1,1,0.883238,0.939231,0.987152
1665,0.021688614,28.30364127,633,0.572313,0.539737,0.591213,0.629799,0.825583,0.947113,1,0.893247,0.95535,1,0.744989,0.763014,0.782732,1,1,1,0.883191,0.939173,0.987124
1665,0.021721641,28.34674151,632,0.573301,0.548523,0.593348,0.636173,0.830194,0.951196,1,0.885405,0.955621,1,0.745567,0.76355,0.782023,1,1,1,0.868955,0.932488,0.987495
1665,0.021756021,28.39160741,631,0.574705,0.554828,0.593535,0.624165,0.841926,0.950096,1,0.881551,0.951764,1,0.745895,0.763284,0.782696,1,1,1,0.879511,0.93464,0.986755
1665,0.02182385,28.48012425,630,0.579529,0.546872,0.594344,0.638743,0.839587,0.945253,1,0.874814,0.955773,1,0.74571,0.763934,0.784266,1,1,1,0.86497,0.927221,0.978738
1665,0.021892102,28.56919311,629,0.580127,0.551827,0.593966,0.654055,0.806911,0.943924,1,0.877524,0.954256,1,0.745962,0.764111,0.784368,1,1,1,0.869669,0.929542,0.979546
1665,0.022256332,29.04451326,628,0.578902,0.562567,0.596694,0.638711,0.838798,0.934541,1,0.88274,0.964422,1,0.747102,0.764211,0.783027,1,1,1,0.870687,0.926916,0.979576
1665,0.022324866,29.13395013,627,0.575863,0.559291,0.599735,0.642468,0.821963,0.940726,1,0.871281,0.955101,1,0.743279,0.762624,0.783422,1,1,1,0.863527,0.930846,0.982937
1665,0.022342065,29.15639483,626,0.576371,0.559291,0.599735,0.642468,0.822206,0.940871,1,0.871024,0.954981,1,0.743515,0.762864,0.783579,1,1,1,0.863547,0.930929,0.983165
1665,0.022393823,29.22393902,625,0.574734,0.536395,0.592192,0.655665,0.823624,0.95979,1,0.857991,0.949106,1,0.743508,0.76193,0.782333,1,1,1,0.856301,0.928619,0.983748
1665,0.02242846,29.2691403,624,0.573408,0.555582,0.593136,0.639094,0.857817,0.951422,1,0.861246,0.958678,1,0.744101,0.761778,0.782466,1,1,1,0.854519,0.928978,0.984363
1665,0.022515528,29.38276404,623,0.574158,0.555139,0.594519,0.640032,0.856806,0.95423,1,0.858946,0.947312,1,0.744498,0.762208,0.782564,1,1,1,0.85835,0.929866,0.981514
1665,0.022550544,29.42845992,622,0.573975,0.556999,0.596063,0.641551,0.857347,0.94229,1,0.861085,0.960889,1,0.743548,0.761871,0.782266,1,1,1,0.853834,0.929152,0.980619
1665,0.023041476,30.06912618,621,0.582827,0.560909,0.596055,0.643913,0.82787,0.951191,1,0.865022,0.958573,1,0.745308,0.763003,0.7837,1,1,1,0.86026,0.935105,0.987923
1665,0.023148147,30.20833184,620,0.582625,0.559886,0.596993,0.644708,0.861102,0.946198,1,0.86672,0.957768,1,0.745855,0.763408,0.783973,1,1,1,0.868526,0.938773,0.987399
1665,0.023166023,30.23166002,619,0.582383,0.559886,0.596993,0.644708,0.861644,0.946497,1,0.866175,0.957499,1,0.745846,0.763417,0.784006,1,1,1,0.868388,0.938537,0.987115
1665,0.0232378,30.325329,618,0.58312,0.558362,0.596005,0.650496,0.8294,0.949945,1,0.863469,0.949135,1,0.746199,0.763945,0.784742,1,1,1,0.867369,0.939445,0.991454
1665,0.023273855,30.37238078,616,0.582343,0.56325,0.598589,0.651051,0.830303,0.935273,1,0.853158,0.962369,1,0.745985,0.763907,0.782509,1,1,1,0.85705,0.935602,0.986484
1665,0.023419203,30.56205992,615,0.583335,0.558324,0.593845,0.651503,0.830338,0.948158,1,0.862452,0.964268,1,0.746392,0.764356,0.782252,1,1,1,0.866797,0.937725,0.993239
1665,0.023634883,30.84352232,614,0.584529,0.555083,0.593628,0.632011,0.865968,0.949238,1,0.850218,0.949273,1,0.747312,0.764969,0.784663,1,1,1,0.867027,0.940908,0.990548
1665,0.023809524,31.07142882,613,0.587018,0.565754,0.599656,0.647059,0.857413,0.935067,1,0.860764,0.966544,1,0.748144,0.765633,0.784567,1,1,1,0.862139,0.93869,0.988375
1665,0.023827825,31.09531163,612,0.586927,0.565754,0.599656,0.647059,0.865689,0.939749,1,0.852535,0.962562,1,0.748013,0.76529,0.783945,1,1,1,0.860492,0.934039,0.987055
1665,0.023919754,31.21527897,610,0.580235,0.562365,0.601876,0.669319,0.918682,0.981085,1,0.778136,0.927094,1,0.747979,0.764918,0.78305,1,1,1,0.792319,0.896155,0.979333
1665,0.023938224,31.23938232,609,0.583807,0.562301,0.598487,0.70257,0.908097,0.984746,1,0.770462,0.915643,1,0.749104,0.765164,0.785643,1,1,1,0.795154,0.895543,0.982615
1665,0.023975251,31.28770256,608,0.584929,0.562301,0.598487,0.70257,0.908131,0.984764,1,0.770433,0.915627,1,0.749332,0.765447,0.785954,1,1,1,0.795643,0.895818,0.982676
1665,0.024049651,31.38479456,607,0.584812,0.554108,0.598301,0.648608,0.91711,0.985458,1,0.773381,0.919872,1,0.748271,0.765886,0.784944,1,1,1,0.794803,0.899263,0.980667
1665,0.024068324,31.40916282,606,0.585699,0.554108,0.598301,0.648608,0.917214,0.985509,1,0.773293,0.919821,1,0.748377,0.766138,0.78539,1,1,1,0.794815,0.899347,0.980915
1665,0.024087025,31.43356763,605,0.583086,0.554108,0.598301,0.648608,0.921937,0.987855,1,0.769332,0.917516,1,0.747989,0.76578,0.785113,1,1,1,0.791393,0.896326,0.977048
1665,0.024105754,31.45800897,603,0.584114,0.556543,0.597666,0.640834,0.929143,0.990299,1,0.762938,0.916919,1,0.74956,0.765411,0.784135,1,1,1,0.790785,0.893647,0.976341
1665,0.024615385,32.12307743,602,0.586465,0.568677,0.598884,0.651777,0.928635,0.987438,1,0.770685,0.930759,1,0.748176,0.765372,0.785407,1,1,1,0.797527,0.902001,0.980607
1665,0.024748646,32.29698303,600,0.587854,0.563781,0.599222,0.645943,0.930302,0.98982,1,0.776219,0.93144,1,0.748913,0.766383,0.786168,1,1,1,0.807382,0.906781,0.984586
1665,0.024844721,32.42236091,599,0.58773,0.559899,0.603283,0.686646,0.9248,0.984183,1,0.770511,0.926713,1,0.750416,0.765986,0.784695,1,1,1,0.80704,0.907335,0.984021
1665,0.024902724,32.49805482,598,0.58761,0.568144,0.598292,0.647003,0.931001,0.990615,1,0.77002,0.927663,1,0.749331,0.766372,0.7854,1,1,1,0.80691,0.906316,0.98471
1665,0.025058731,32.70164396,597,0.593629,0.549319,0.596468,0.64393,0.932848,0.989259,1,0.760893,0.9225,1,0.752068,0.767717,0.786549,1,1,1,0.804976,0.907877,0.982952
1665,0.025384616,33.12692388,595,0.594354,0.562734,0.600686,0.669178,0.928273,0.989076,1,0.774711,0.940289,1,0.74962,0.76668,0.786062,1,1,1,0.811987,0.910875,0.987615
1665,0.025404157,33.15242489,594,0.593178,0.562734,0.600686,0.669178,0.932163,0.990874,1,0.771477,0.938201,1,0.747315,0.765743,0.786521,1,1,1,0.818841,0.924841,0.987141
1665,0.025518341,33.30143501,593,0.598573,0.559663,0.599395,0.657816,0.932223,0.991401,1,0.768881,0.939588,1,0.748348,0.7666,0.787747,1,1,1,0.866904,0.940969,0.988804
1665,0.025581395,33.38372048,592,0.598309,0.55816,0.597777,0.644347,0.938339,0.991433,1,0.771674,0.934566,1,0.7476,0.766841,0.787338,1,1,1,0.865698,0.941676,0.988226
1665,0.02609363,34.05218715,591,0.598996,0.560551,0.60581,0.669241,0.921356,0.984485,1,0.769513,0.951341,1,0.74899,0.766929,0.786813,1,1,1,0.868039,0.944618,0.991357
1665,0.026113672,34.07834196,590,0.600126,0.55659,0.607569,0.671034,0.932009,0.982252,1,0.773175,0.957974,1,0.745776,0.766635,0.788136,1,1,1,0.871025,0.94742,0.991295
1665,0.026397515,34.44875708,589,0.600684,0.556513,0.606978,0.70011,0.932823,0.982034,1,0.763884,0.964622,1,0.748257,0.767564,0.789829,1,1,1,0.89633,0.953698,0.990751
1665,0.026418027,34.47552524,588,0.600982,0.556513,0.606978,0.70011,0.933796,0.982621,1,0.763088,0.964221,1,0.74832,0.767758,0.79053,1,1,1,0.895978,0.953247,0.990223
1665,0.026556017,34.65560219,587,0.604654,0.559204,0.611473,0.688421,0.917887,0.979695,1,0.780811,0.973092,1,0.748791,0.768107,0.789187,1,1,1,0.893976,0.955949,0.992445
1665,0.027027028,35.27027154,586,0.605089,0.561308,0.610797,0.701247,0.917893,0.979971,1,0.780753,0.971631,1,0.753909,0.77108,0.791327,1,1,1,0.910755,0.963202,0.994545
1665,0.027089784,35.35216812,585,0.605581,0.561308,0.610797,0.701247,0.917927,0.979991,1,0.780724,0.971617,1,0.754153,0.7711,0.79139,1,1,1,0.91159,0.964586,0.995191
1665,0.027152831,35.43444446,583,0.602872,0.561711,0.611977,0.701292,0.925645,0.985924,1,0.774187,0.968695,1,0.753032,0.770826,0.790994,1,1,1,0.903139,0.958806,0.99123
1665,0.027237354,35.54474697,582,0.603734,0.568233,0.609926,0.676478,0.931453,0.985871,1,0.764743,0.965783,1,0.753228,0.770957,0.791304,1,1,1,0.902937,0.960712,0.993218
1665,0.027607363,36.02760872,581,0.604891,0.571021,0.618397,0.710901,0.925814,0.98098,1,0.770921,0.97815,1,0.754601,0.772034,0.791471,1,1,1,0.911293,0.962271,0.994359
1665,0.028015565,36.56031233,580,0.605183,0.567626,0.612628,0.712728,0.926909,0.982058,1,0.765101,0.957986,1,0.756491,0.773526,0.792429,1,1,1,0.919342,0.968317,0.99515
1665,0.028301887,36.93396254,579,0.605851,0.567237,0.611856,0.700103,0.926255,0.985655,1,0.76496,0.964001,1,0.757418,0.773986,0.794209,1,1,1,0.920418,0.968537,0.996732
1665,0.028374232,37.02837276,578,0.60634,0.570009,0.620357,0.70526,0.926606,0.977291,1,0.867016,0.985765,1,0.755345,0.773663,0.794613,1,1,1,0.918023,0.967927,0.99528
1665,0.028417818,37.08525249,577,0.608012,0.561929,0.61192,0.696571,0.927316,0.981477,1,0.772818,0.980771,1,0.757613,0.774353,0.794472,1,1,1,0.924872,0.970906,0.996905
1665,0.028637771,37.37229116,576,0.603489,0.558693,0.61393,0.707545,0.936122,0.986069,1,0.827618,0.976303,1,0.754469,0.773349,0.793274,1,1,1,0.923158,0.966859,0.995137
1665,0.02868217,37.43023185,575,0.604882,0.566783,0.61317,0.706604,0.93715,0.986527,1,0.764762,0.971896,1,0.755594,0.774051,0.793702,1,1,1,0.922995,0.965706,0.995259
1665,0.028726708,37.48835394,574,0.616295,0.566783,0.61317,0.706604,0.9392,0.987679,1,0.763092,0.970954,1,0.756737,0.775984,0.795806,1,1,1,0.922689,0.964947,0.995098
1665,0.029503105,38.50155203,573,0.617422,0.557117,0.614697,0.699785,0.939202,0.985307,1,0.763065,0.972951,1,0.759162,0.777453,0.798679,1,1,1,0.930716,0.973446,0.99631
1665,0.029526029,38.53146785,572,0.618144,0.557117,0.614697,0.699785,0.939338,0.985379,1,0.762954,0.972883,1,0.75961,0.777836,0.798851,1,1,1,0.930641,0.973479,0.996302
1665,0.029953917,39.08986169,571,0.618954,0.56591,0.618205,0.701129,0.938701,0.983501,1,0.82509,0.979388,1,0.760254,0.778552,0.798991,1,1,1,0.931198,0.973728,0.996671
1665,0.029976942,39.11990931,570,0.619183,0.56591,0.618205,0.701129,0.938735,0.983519,1,0.82506,0.979371,1,0.760399,0.778824,0.799102,1,1,1,0.931465,0.974115,0.996776
1665,0.030023094,39.18013767,569,0.620086,0.56591,0.618205,0.701129,0.93877,0.983536,1,0.82503,0.979354,1,0.760494,0.779082,0.799493,1,1,1,0.933875,0.975064,0.996838
1665,0.030816641,40.21571651,568,0.620621,0.575802,0.625242,0.701083,0.939513,0.979067,1,0.966783,0.992502,1,0.764662,0.781138,0.801945,1,1,1,0.942854,0.97966,0.998816
1665,0.030840401,40.24672331,567,0.623297,0.575802,0.625242,0.701083,0.941017,0.97985,1,0.965238,0.991731,1,0.76479,0.781604,0.80232,1,1,1,0.942419,0.97898,0.998502
1665,0.0316847,41.3485335,566,0.623274,0.564712,0.618624,0.699349,0.940409,0.98208,1,0.857285,0.983697,1,0.766703,0.782936,0.802212,1,1,1,0.952789,0.982402,0.998992
1665,0.031733748,41.41254114,565,0.620309,0.564712,0.618624,0.699349,0.94799,0.984999,1,0.850429,0.978869,1,0.765755,0.782496,0.801827,1,1,1,0.942462,0.977719,0.998426
1665,0.031782947,41.47674584,563,0.622038,0.581224,0.626844,0.707663,0.914557,0.992306,1,0.826068,0.972503,1,0.765504,0.782488,0.803901,1,1,1,0.907243,0.9605,0.994259
1665,0.032332562,42.19399341,562,0.622195,0.567695,0.640285,0.718408,0.976226,0.991426,1,0.930479,0.987808,1,0.764843,0.782839,0.802366,1,1,1,0.913747,0.962716,0.995057
1665,0.032457497,42.35703359,561,0.624456,0.578226,0.633579,0.701353,0.976567,0.994246,1,0.930218,0.980109,1,0.766367,0.783219,0.803005,1,1,1,0.919285,0.963832,0.995699
1665,0.032482598,42.38979039,560,0.625256,0.584779,0.630744,0.712886,0.976534,0.993248,1,0.929383,0.977602,1,0.767249,0.784035,0.803392,1,1,1,0.923408,0.968086,0.99657
1665,0.032532919,42.4554593,559,0.625244,0.584779,0.630744,0.712886,0.976603,0.99328,1,0.929318,0.977567,1,0.767286,0.78401,0.803365,1,1,1,0.929051,0.969857,0.996505
1665,0.032735776,42.72018768,558,0.626004,0.566133,0.627075,0.69741,0.97724,0.994352,1,0.831833,0.973907,1,0.767912,0.784087,0.801152,1,1,1,0.922214,0.969029,0.996161
1665,0.03315343,43.26522615,557,0.630536,0.56999,0.640819,0.706579,0.977321,0.990652,1,0.928461,0.983358,1,0.767334,0.784182,0.804059,1,1,1,0.924792,0.969553,0.998054
1665,0.0333069,43.4655045,556,0.632852,0.575854,0.639277,0.717876,0.978413,0.991512,1,0.919719,0.981729,1,0.768992,0.78508,0.803623,1,1,1,0.919063,0.971465,0.997872
1665,0.033307515,43.46630708,555,0.633736,0.575854,0.639277,0.717876,0.978516,0.991569,1,0.919622,0.981684,1,0.769363,0.785345,0.803708,1,1,1,0.919152,0.971531,0.997967
1665,0.033846155,44.16923228,554,0.634785,0.582522,0.641362,0.710157,0.915859,0.992156,1,0.925745,0.982411,1,0.76874,0.786159,0.806433,1,1,1,0.928544,0.970615,0.998164
