total elements,cutoff clustering,allelic mismatches,number partitions ,silhouette,noise silhouette low,noise silhouette av,noise silhouette up,noise aWallace1 low,noise aWallace1 av,noise aWallace1 up,noise aWallace2 low,noise aWallace2 av,noise aWallace2 up,nAUC silhouette low,nAUC silhouette av,nAUC silhouette up,nAUC aWallace1 low,nAUC aWallace1 av,nAUC aWallace1 up,nAUC aWallace2 low,nAUC aWallace2 av,nAUC aWallace2 up
1665,0.00539707,7.04317635,917,0.465149,0.30405,0.455902,0.578324,0.94258,0.984963,1,0.921485,0.980111,1,0.682711,0.698065,0.71707,1,1,1,0.979799,0.992843,0.999808
1665,0.005405406,7.05405483,916,0.465221,0.294191,0.451009,0.57076,0.948036,0.988944,1,0.92134,0.978483,1,0.682224,0.698643,0.716338,1,1,1,0.980168,0.993147,0.999788
1665,0.005409583,7.059505815,915,0.468171,0.30335,0.471977,0.593722,0.943174,0.984668,1,0.920905,0.985561,1,0.68287,0.69967,0.718403,1,1,1,0.98018,0.993133,0.999623
1665,0.005417957,7.070433885,914,0.468906,0.295669,0.470778,0.60549,0.935176,0.985105,1,0.920616,0.988515,1,0.682669,0.699233,0.717049,1,1,1,0.977174,0.992495,0.999537
1665,0.005426357,7.081395885,913,0.469422,0.307261,0.466875,0.570316,0.945722,0.985729,1,0.920568,0.98758,1,0.682818,0.699615,0.716765,1,1,1,0.982222,0.993677,0.999811
1665,0.005451713,7.114485465,910,0.46967,0.269277,0.453615,0.561636,0.946661,0.98864,1,0.654401,0.977422,1,0.6835,0.700642,0.719273,1,1,1,0.982442,0.993803,0.999916
1665,0.005460219,7.125585795,909,0.470043,0.311322,0.463484,0.584495,0.945175,0.985183,1,0.919411,0.984702,1,0.682195,0.700005,0.717445,1,1,1,0.980862,0.993459,0.99989
1665,0.005464481,7.131147705,907,0.470246,0.339657,0.472691,0.559976,0.947953,0.987115,1,0.918401,0.988753,1,0.684844,0.700689,0.71765,1,1,1,0.977808,0.992857,0.99966
1665,0.005473026,7.14229893,906,0.469833,0.329139,0.468109,0.593694,0.946413,0.987951,1,0.918209,0.98273,1,0.682743,0.70031,0.720934,1,1,1,0.979858,0.993328,0.999659
1665,0.006130268,7.99999974,904,0.469837,0.321482,0.483241,0.580478,0.944888,0.981317,1,0.956801,0.992539,1,0.685051,0.700675,0.718639,1,1,1,0.978831,0.992672,0.999774
1665,0.006134969,8.006134545,903,0.47015,0.331245,0.476909,0.605457,0.9344,0.982933,1,0.917729,0.984303,1,0.68465,0.700902,0.718508,1,1,1,0.980587,0.993188,0.999683
1665,0.006139677,8.012278485,902,0.470559,0.304468,0.477787,0.586021,0.941595,0.983197,1,0.946479,0.991344,1,0.685523,0.701156,0.719713,1,1,1,0.981564,0.993689,0.999724
1665,0.006149116,8.02459638,901,0.470992,0.314052,0.470021,0.592718,0.946686,0.986598,1,0.917489,0.990099,1,0.685171,0.701984,0.720547,1,1,1,0.982647,0.994084,0.999719
1665,0.006153846,8.03076903,899,0.472421,0.373699,0.48793,0.577331,0.947625,0.982263,1,0.962697,0.994175,1,0.685653,0.702355,0.721129,1,1,1,0.983324,0.994061,0.999869
1665,0.006158583,8.036950815,897,0.47086,0.352903,0.497831,0.610956,0.93952,0.981268,1,0.95242,0.993709,1,0.685952,0.702833,0.721183,1,1,1,0.980951,0.992979,0.999612
1665,0.00617284,8.0555562,896,0.471349,0.396493,0.487262,0.580811,0.950695,0.985091,1,0.970666,0.992808,1,0.686187,0.702576,0.721162,1,1,1,0.982029,0.994308,0.999829
1665,0.006177606,8.06177583,895,0.472517,0.309642,0.469128,0.591919,0.945777,0.985085,1,0.913372,0.981799,1,0.687192,0.703507,0.721352,1,1,1,0.984888,0.994768,0.999724
1665,0.00618238,8.0680059,894,0.472536,0.381689,0.480707,0.564883,0.951758,0.987039,1,0.951825,0.992348,1,0.687483,0.703486,0.721676,1,1,1,0.981801,0.994549,0.999603
1665,0.00620155,8.09302275,893,0.473691,0.31822,0.485227,0.597696,0.945348,0.982283,1,0.912862,0.989073,1,0.688574,0.703624,0.720859,1,1,1,0.983421,0.994645,0.99953
1665,0.006206362,8.09930241,891,0.474885,0.328839,0.480972,0.605195,0.945545,0.98662,1,0.951429,0.991209,1,0.687553,0.704284,0.721756,1,1,1,0.982351,0.994398,0.999833
1665,0.00622084,8.1181962,889,0.475412,0.338272,0.481546,0.605498,0.943462,0.986331,1,0.951229,0.98993,1,0.687606,0.704018,0.722337,1,1,1,0.982471,0.994256,0.999742
1665,0.006225681,8.124513705,887,0.474654,0.337084,0.486106,0.602535,0.944247,0.984545,1,0.940483,0.987763,1,0.688504,0.704644,0.723588,1,1,1,0.983831,0.994517,0.999528
1665,0.006230529,8.130840345,886,0.475991,0.313386,0.487015,0.609163,0.944443,0.984918,1,0.950293,0.990458,1,0.689274,0.70445,0.724101,1,1,1,0.981762,0.994009,0.9998
1665,0.006235386,8.13717873,885,0.476036,0.289227,0.471476,0.593278,0.955688,0.987735,1,0.910813,0.98072,1,0.689831,0.705344,0.723054,1,1,1,0.982648,0.994362,0.999841
1665,0.00624025,8.14352625,884,0.476749,0.333554,0.478869,0.597915,0.946697,0.98784,1,0.948963,0.98887,1,0.689926,0.704872,0.721442,1,1,1,0.984204,0.994564,0.999686
1665,0.00625,8.15625,882,0.477883,0.311799,0.480006,0.623779,0.939918,0.986535,1,0.948665,0.988583,1,0.688593,0.705303,0.723438,1,1,1,0.982494,0.994116,0.999757
1665,0.006269592,8.18181756,880,0.479619,0.353113,0.483214,0.589547,0.954551,0.987934,1,0.948569,0.990306,1,0.689742,0.706106,0.72382,1,1,1,0.984743,0.994966,0.999713
1665,0.006314128,8.23993704,878,0.482446,0.348277,0.485445,0.579943,0.950059,0.986678,1,0.947977,0.989929,1,0.690018,0.706011,0.724289,1,1,1,0.982872,0.993963,0.999702
1665,0.006339144,8.27258292,877,0.483137,0.365253,0.486647,0.609945,0.943969,0.987286,1,0.947931,0.990183,1,0.688715,0.706841,0.724294,1,1,1,0.983196,0.993984,0.99964
1665,0.006896552,9.00000036,876,0.482216,0.34366,0.495785,0.614228,0.944001,0.981613,1,0.947342,0.988968,1,0.689524,0.706194,0.723482,1,1,1,0.980436,0.993653,0.999591
1665,0.006907138,9.01381509,874,0.483547,0.387782,0.491352,0.58359,0.952395,0.986266,1,0.965441,0.992967,1,0.692197,0.7073,0.726049,1,1,1,0.983126,0.994039,0.999627
1665,0.006912442,9.02073681,872,0.482728,0.350517,0.497253,0.585804,0.950584,0.982952,1,0.946852,0.992595,1,0.690708,0.707179,0.724128,1,1,1,0.984696,0.994085,0.999671
1665,0.006917756,9.02767158,871,0.48455,0.350172,0.496072,0.605488,0.948592,0.984678,1,0.955186,0.993315,1,0.691123,0.707899,0.725754,1,1,1,0.982082,0.993999,0.999458
1665,0.006923077,9.034615485,868,0.480398,0.342834,0.493709,0.594212,0.953958,0.987811,1,0.940815,0.989181,1,0.691625,0.707371,0.725103,1,1,1,0.978263,0.991293,0.999035
1665,0.00693909,9.05551245,867,0.48055,0.299981,0.492308,0.595043,0.951206,0.98702,1,0.902193,0.986479,1,0.691825,0.708222,0.727977,1,1,1,0.981676,0.992657,0.999064
1665,0.006944444,9.06249942,866,0.481909,0.404469,0.496542,0.600196,0.957028,0.987942,1,0.958544,0.992225,1,0.691876,0.708167,0.725885,1,1,1,0.980686,0.992226,0.998886
1665,0.006949807,9.069498135,865,0.482078,0.349581,0.493317,0.585738,0.95435,0.989185,1,0.940428,0.98936,1,0.691169,0.708417,0.726002,1,1,1,0.979664,0.992221,0.998993
1665,0.006976744,9.10465092,863,0.484112,0.347138,0.491558,0.597,0.952673,0.988406,1,0.938757,0.98807,1,0.693664,0.709458,0.727866,1,1,1,0.980093,0.992245,0.999015
1665,0.006982157,9.111714885,862,0.48515,0.339176,0.487726,0.580931,0.958968,0.989562,1,0.939221,0.986999,1,0.693344,0.709964,0.726704,1,1,1,0.981867,0.992664,0.999067
1665,0.006993007,9.125874135,861,0.48513,0.333734,0.483975,0.576825,0.958503,0.991984,1,0.939029,0.987123,1,0.695562,0.710331,0.726966,1,1,1,0.98108,0.992571,0.998945
1665,0.006998445,9.132970725,860,0.485462,0.329877,0.505684,0.605985,0.953064,0.984961,1,0.938884,0.991434,1,0.693727,0.710215,0.72767,1,1,1,0.980307,0.992172,0.998962
1665,0.007009346,9.14719653,858,0.484847,0.415386,0.503083,0.593106,0.960963,0.989574,1,0.954618,0.989973,1,0.693758,0.710546,0.727289,1,1,1,0.981809,0.991847,0.998834
1665,0.007014809,9.154325745,854,0.488455,0.400476,0.4953,0.589321,0.963842,0.992236,1,0.952424,0.987289,1,0.695132,0.711253,0.728733,1,1,1,0.979829,0.991101,0.998528
1665,0.007086614,9.24803127,853,0.4894,0.413984,0.505368,0.617835,0.957801,0.989335,1,0.952375,0.988608,1,0.69573,0.712035,0.729732,1,1,1,0.980784,0.99193,0.998846
1665,0.007103394,9.26992917,852,0.490534,0.409967,0.501987,0.613417,0.957099,0.989891,1,0.952326,0.98672,1,0.696675,0.712882,0.732295,1,1,1,0.979486,0.991853,0.999155
1665,0.007668712,10.00766916,851,0.491718,0.406063,0.508672,0.611553,0.957148,0.988055,1,0.952278,0.993185,1,0.696669,0.712823,0.730756,1,1,1,0.980241,0.991996,0.999377
1665,0.007680492,10.02304206,848,0.493152,0.413132,0.515784,0.595599,0.958836,0.986608,1,0.95116,0.993535,1,0.697508,0.713378,0.732538,1,1,1,0.980213,0.991651,0.99895
1665,0.00769823,10.04619015,846,0.496235,0.359436,0.502081,0.597465,0.962641,0.989846,1,0.932329,0.989271,1,0.698949,0.714099,0.733263,1,1,1,0.985404,0.993957,0.999498
1665,0.00770416,10.0539288,845,0.497221,0.340666,0.50924,0.600408,0.960469,0.98802,1,0.93119,0.990686,1,0.70029,0.716104,0.733515,1,1,1,0.984071,0.993658,0.999393
1665,0.007716049,10.06944395,843,0.497058,0.382658,0.507827,0.615029,0.957902,0.988142,1,0.948789,0.988022,1,0.69944,0.716219,0.733361,1,1,1,0.983522,0.993941,0.99957
1665,0.007722008,10.07722044,840,0.499535,0.344961,0.496976,0.598673,0.961673,0.992128,1,0.930479,0.984977,1,0.700709,0.716791,0.735784,1,1,1,0.983039,0.99429,0.999546
1665,0.007727975,10.08500738,839,0.500546,0.345143,0.502128,0.611972,0.962211,0.991091,1,0.929959,0.986752,1,0.699944,0.716934,0.734197,1,1,1,0.984418,0.993814,0.999273
1665,0.007739938,10.10061909,837,0.501539,0.413335,0.507984,0.590227,0.962358,0.990256,1,0.947679,0.990716,1,0.702263,0.717572,0.735265,1,1,1,0.985044,0.993929,0.999316
1665,0.007751938,10.11627909,835,0.502108,0.407185,0.509679,0.623248,0.957643,0.990202,1,0.94715,0.990555,1,0.701404,0.718301,0.737267,1,1,1,0.983834,0.994005,0.99942
1665,0.007763975,10.13198738,833,0.502024,0.410135,0.506693,0.605289,0.962624,0.991013,1,0.946861,0.989381,1,0.70292,0.718465,0.736066,1,1,1,0.983921,0.993839,0.999157
1665,0.00777605,10.14774525,832,0.50252,0.395322,0.514084,0.613051,0.963199,0.988303,1,0.946063,0.990046,1,0.703374,0.718822,0.73685,1,1,1,0.984356,0.993993,0.999287
1665,0.007794232,10.17147276,831,0.503038,0.334797,0.509119,0.615412,0.963162,0.991007,1,0.927279,0.990077,1,0.703204,0.718943,0.735839,1,1,1,0.984725,0.994425,0.999512
1665,0.007806401,10.18735331,829,0.505594,0.430614,0.516471,0.622624,0.959937,0.989655,1,0.958264,0.990881,1,0.705411,0.720293,0.738598,1,1,1,0.9866,0.994678,0.999668
1665,0.007818609,10.20328475,828,0.505737,0.386547,0.505715,0.610101,0.963713,0.991447,1,0.94537,0.987456,1,0.705202,0.720598,0.740291,1,1,1,0.985344,0.994146,0.999178
1665,0.007830854,10.21926447,827,0.506252,0.351014,0.512252,0.610426,0.962914,0.989029,1,0.927553,0.984618,1,0.704736,0.720584,0.739711,1,1,1,0.985367,0.994235,0.999214
1665,0.007987221,10.42332341,826,0.507013,0.420491,0.510479,0.611389,0.964189,0.991195,1,0.950186,0.98845,1,0.702913,0.720832,0.7391,1,1,1,0.984454,0.994126,0.999279
1665,0.008435583,11.00843582,825,0.505888,0.414663,0.522502,0.61593,0.964202,0.986991,1,0.944941,0.992518,1,0.704864,0.720578,0.738653,1,1,1,0.985533,0.994337,0.999426
1665,0.008442056,11.01688308,822,0.507845,0.42914,0.520553,0.612954,0.965391,0.988625,1,0.95705,0.99369,1,0.705124,0.721431,0.738872,1,1,1,0.985877,0.994866,0.999432
1665,0.008448541,11.02534601,821,0.508116,0.445603,0.519362,0.608866,0.965017,0.988958,1,0.956953,0.992424,1,0.70625,0.722389,0.74155,1,1,1,0.987168,0.99493,0.999227
1665,0.008468052,11.05080786,820,0.508704,0.401051,0.521492,0.612218,0.964971,0.987973,1,0.951996,0.992058,1,0.706647,0.722372,0.739881,1,1,1,0.988686,0.995664,0.999559
1665,0.008487654,11.07638847,819,0.50798,0.39799,0.512567,0.616305,0.963052,0.990346,1,0.944175,0.989792,1,0.706986,0.722435,0.739885,1,1,1,0.987286,0.995482,0.99938
1665,0.008500773,11.09350877,818,0.509117,0.415625,0.527492,0.610042,0.963101,0.988199,1,0.944127,0.99351,1,0.70692,0.723403,0.741465,1,1,1,0.988131,0.995683,0.999639
1665,0.008507348,11.10208914,817,0.510038,0.392812,0.512813,0.601952,0.966076,0.989476,1,0.944032,0.989629,1,0.707111,0.723948,0.740592,1,1,1,0.989252,0.995689,0.9995
1665,0.008527132,11.12790726,816,0.510199,0.417737,0.522246,0.600546,0.965753,0.98892,1,0.956129,0.991712,1,0.70767,0.724048,0.740636,1,1,1,0.988294,0.995749,0.999489
1665,0.008533747,11.13653984,815,0.511153,0.430855,0.530012,0.627141,0.957374,0.985255,1,0.955887,0.992842,1,0.708967,0.724484,0.742318,1,1,1,0.987844,0.99586,0.999617
1665,0.008547009,11.15384675,814,0.511422,0.394568,0.51412,0.602696,0.963265,0.98974,1,0.943506,0.990986,1,0.708206,0.723777,0.741178,1,1,1,0.989781,0.996111,0.999627
1665,0.008553655,11.16251978,812,0.513256,0.421237,0.522861,0.611316,0.966435,0.990021,1,0.955549,0.993102,1,0.70851,0.724605,0.742707,1,1,1,0.98946,0.995916,0.999485
1665,0.008560311,11.17120586,811,0.51365,0.421237,0.522861,0.611316,0.966484,0.990049,1,0.9555,0.993081,1,0.708683,0.724761,0.742836,1,1,1,0.98946,0.995916,0.999485
1665,0.008587041,11.20608851,810,0.513213,0.442102,0.523454,0.609658,0.962507,0.990109,1,0.954727,0.991789,1,0.709839,0.725548,0.745138,1,1,1,0.989333,0.995905,0.999671
1665,0.008892482,11.60468901,809,0.513147,0.423988,0.520722,0.625006,0.958731,0.990669,1,0.954534,0.992901,1,0.710015,0.725656,0.744435,1,1,1,0.988065,0.995833,0.999745
1665,0.009195402,11.99999961,808,0.513146,0.420482,0.518359,0.612295,0.96182,0.98919,1,0.954293,0.99229,1,0.711368,0.726134,0.742578,1,1,1,0.989198,0.996044,0.999535
1665,0.009209516,12.01841838,806,0.513604,0.445606,0.527451,0.613814,0.959361,0.988245,1,0.953908,0.99396,1,0.71097,0.72581,0.74383,1,1,1,0.989794,0.995948,0.999518
1665,0.00921659,12.02764995,805,0.514307,0.406235,0.523443,0.625107,0.956443,0.987865,1,0.947458,0.991254,1,0.709478,0.725806,0.744764,1,1,1,0.988513,0.995939,0.999681
1665,0.009223674,12.03689457,801,0.517138,0.406235,0.523443,0.625107,0.956878,0.988104,1,0.947028,0.991049,1,0.71065,0.72664,0.745357,1,1,1,0.988421,0.995837,0.999577
1665,0.009237875,12.05542688,799,0.521117,0.44411,0.530444,0.604102,0.967312,0.988738,1,0.95184,0.993804,1,0.710958,0.728227,0.745406,1,1,1,0.989179,0.995688,0.999637
1665,0.009252121,12.07401791,798,0.527025,0.458776,0.530545,0.600696,0.973529,0.990693,1,0.958427,0.991614,1,0.712026,0.729168,0.745875,1,1,1,0.983858,0.993511,0.999442
1665,0.009280742,12.11136831,796,0.527408,0.419542,0.534075,0.60989,0.970121,0.99253,1,0.943373,0.990982,1,0.713845,0.729441,0.74813,1,1,1,0.980832,0.991376,0.998687
1665,0.00929512,12.1301316,795,0.526108,0.444889,0.535003,0.616909,0.96328,0.992191,1,0.953644,0.990553,1,0.71248,0.72966,0.746656,1,1,1,0.977765,0.990418,0.998463
1665,0.00933126,12.1772943,793,0.525615,0.429744,0.528305,0.606798,0.977164,0.993337,1,0.953358,0.987895,1,0.71425,0.729636,0.746159,1,1,1,0.978749,0.991112,0.998643
1665,0.009397024,12.26311632,792,0.52775,0.42127,0.528084,0.621401,0.976599,0.994522,1,0.929761,0.987191,1,0.712861,0.730341,0.748088,1,1,1,0.978854,0.991182,0.998763
1665,0.009630819,12.5682188,791,0.52838,0.423453,0.531071,0.619797,0.976839,0.995083,1,0.941867,0.989951,1,0.714919,0.730789,0.748774,1,1,1,0.98102,0.991658,0.998611
1665,0.009976977,13.01995499,789,0.528691,0.472043,0.544232,0.613798,0.977952,0.992542,1,0.961577,0.994126,1,0.715953,0.731158,0.748523,1,1,1,0.979675,0.991146,0.998497
1665,0.009984639,13.0299539,787,0.53154,0.45471,0.538639,0.60771,0.973371,0.992302,1,0.960571,0.991818,1,0.715821,0.731528,0.748936,1,1,1,0.97845,0.990663,0.998608
1665,0.009992314,13.03996977,786,0.532093,0.452957,0.539191,0.632996,0.973516,0.993131,1,0.951126,0.990839,1,0.714675,0.731947,0.751068,1,1,1,0.978541,0.99087,0.998577
1665,0.010030864,13.09027752,785,0.533309,0.454799,0.539465,0.629497,0.966215,0.992845,1,0.9507,0.991018,1,0.716612,0.733207,0.753189,1,1,1,0.981914,0.991861,0.999203
1665,0.010046368,13.11051024,784,0.533294,0.441203,0.536808,0.604591,0.979853,0.99405,1,0.950416,0.99072,1,0.716399,0.732929,0.752147,1,1,1,0.981335,0.99248,0.999034
1665,0.010054138,13.12065009,783,0.533802,0.456732,0.543308,0.622241,0.973961,0.992764,1,0.959663,0.992467,1,0.718069,0.73321,0.750511,1,1,1,0.983656,0.993198,0.999158
1665,0.010069713,13.14097547,782,0.534974,0.421415,0.533494,0.614453,0.969682,0.993998,1,0.939242,0.988039,1,0.717748,0.734192,0.752495,1,1,1,0.981654,0.992914,0.999283
1665,0.010077519,13.1511623,781,0.535345,0.421415,0.533494,0.614453,0.970116,0.994251,1,0.938822,0.987851,1,0.717697,0.734336,0.752529,1,1,1,0.981658,0.992825,0.999284
1665,0.010116732,13.20233526,780,0.534674,0.449045,0.54182,0.620779,0.970648,0.99355,1,0.94933,0.991188,1,0.717153,0.733595,0.751563,1,1,1,0.982775,0.992676,0.99911
1665,0.010124611,13.21261736,779,0.535994,0.405547,0.534006,0.615951,0.975997,0.995241,1,0.93733,0.988496,1,0.717148,0.733993,0.752781,1,1,1,0.982249,0.992432,0.998956
1665,0.010132502,13.22291511,778,0.535715,0.439979,0.535392,0.613409,0.976425,0.995477,1,0.948293,0.988812,1,0.718271,0.734385,0.751768,1,1,1,0.982467,0.992623,0.998811
1665,0.010148321,13.24355891,777,0.536879,0.455203,0.536071,0.629401,0.971758,0.994961,1,0.948245,0.989476,1,0.71931,0.734926,0.751282,1,1,1,0.981793,0.992889,0.999003
1665,0.010188088,13.29545484,776,0.538047,0.460653,0.53137,0.600723,0.982481,0.996486,1,0.948198,0.988552,1,0.719845,0.735296,0.753717,1,1,1,0.981124,0.992748,0.999216
1665,0.010244287,13.36879454,775,0.538418,0.437499,0.533307,0.612589,0.980281,0.994711,1,0.948151,0.987607,1,0.719644,0.735982,0.754299,1,1,1,0.98389,0.99328,0.998935
1665,0.010777521,14.06466491,773,0.538524,0.445232,0.549857,0.622993,0.969051,0.992661,1,0.94801,0.993619,1,0.721908,0.736956,0.753606,1,1,1,0.984783,0.994016,0.998964
1665,0.01079414,14.0863527,772,0.540474,0.464167,0.549727,0.625701,0.952046,0.990603,1,0.957091,0.99288,1,0.720962,0.73637,0.756003,1,1,1,0.983357,0.993713,0.999272
1665,0.010810811,14.10810836,771,0.540816,0.473567,0.543501,0.611364,0.97253,0.993744,1,0.956759,0.992501,1,0.722024,0.737201,0.755224,1,1,1,0.984018,0.993977,0.999304
1665,0.010844307,14.15182064,770,0.541501,0.474289,0.538902,0.622124,0.977298,0.995387,1,0.970589,0.992918,1,0.72215,0.737473,0.754465,1,1,1,0.985847,0.994644,0.99937
1665,0.010869565,14.18478233,769,0.541844,0.456496,0.548298,0.632856,0.964022,0.991728,1,0.947117,0.993252,1,0.721536,0.737554,0.755656,1,1,1,0.985015,0.994558,0.999427
1665,0.01088647,14.20684335,768,0.543271,0.430164,0.54575,0.635699,0.970495,0.993753,1,0.946553,0.991087,1,0.722859,0.738351,0.75598,1,1,1,0.985799,0.99452,0.999343
1665,0.010903426,14.22897093,767,0.544679,0.45371,0.542543,0.609133,0.978365,0.995124,1,0.955668,0.992847,1,0.722463,0.73839,0.755319,1,1,1,0.984356,0.994202,0.999217
1665,0.011173184,14.58100512,766,0.547478,0.467836,0.547863,0.626097,0.971121,0.993793,1,0.955194,0.992493,1,0.72328,0.739074,0.756166,1,1,1,0.984395,0.994143,0.999491
1665,0.011437909,14.92647125,765,0.548622,0.470263,0.551394,0.616681,0.974171,0.993422,1,0.955147,0.993882,1,0.723962,0.739598,0.756364,1,1,1,0.987465,0.994699,0.999398
1665,0.011511896,15.02302428,764,0.549779,0.458119,0.559237,0.624133,0.974219,0.991094,1,0.9551,0.99455,1,0.722972,0.739835,0.758339,1,1,1,0.986576,0.994915,0.999554
1665,0.011520738,15.03456309,763,0.550602,0.46325,0.560206,0.630086,0.95309,0.991258,1,0.954958,0.995179,1,0.723839,0.740179,0.757596,1,1,1,0.98519,0.994451,0.999432
1665,0.011538462,15.05769291,762,0.55083,0.476841,0.551902,0.61915,0.974459,0.993527,1,0.968763,0.994134,1,0.724372,0.740993,0.757569,1,1,1,0.985632,0.994588,0.99945
1665,0.011547344,15.06928392,761,0.551105,0.464051,0.548191,0.619553,0.971504,0.991637,1,0.954863,0.992232,1,0.725272,0.740286,0.757088,1,1,1,0.987319,0.99496,0.999523
1665,0.011556241,15.08089451,759,0.551393,0.464051,0.548191,0.619553,0.971889,0.991828,1,0.954485,0.992033,1,0.725331,0.740529,0.757373,1,1,1,0.987268,0.994867,0.999449
1665,0.011583012,15.11583066,758,0.552947,0.466597,0.55624,0.62693,0.955307,0.991022,1,0.953824,0.993908,1,0.726606,0.741326,0.758756,1,1,1,0.986298,0.994488,0.999292
1665,0.011609907,15.15092864,757,0.553498,0.482055,0.558009,0.626129,0.953191,0.99105,1,0.967565,0.994809,1,0.726294,0.742118,0.760592,1,1,1,0.985614,0.994735,0.999498
1665,0.011645962,15.19798041,756,0.553551,0.467622,0.554282,0.622128,0.972708,0.993018,1,0.974635,0.994643,1,0.727145,0.741784,0.757931,1,1,1,0.986354,0.994658,0.999513
1665,0.011655011,15.20978936,754,0.552753,0.455666,0.546822,0.624926,0.974728,0.99578,1,0.951705,0.991812,1,0.726339,0.742286,0.759916,1,1,1,0.98584,0.993664,0.999102
1665,0.011673152,15.23346336,753,0.553142,0.4773,0.558276,0.635792,0.96534,0.992782,1,0.965415,0.994026,1,0.726016,0.742211,0.759016,1,1,1,0.984924,0.99378,0.999025
1665,0.011691349,15.25721045,752,0.557108,0.477261,0.556228,0.631034,0.969856,0.99349,1,0.964416,0.992723,1,0.727228,0.743294,0.762589,1,1,1,0.982907,0.993111,0.999145
1665,0.011700468,15.26911074,751,0.559367,0.440888,0.548035,0.623951,0.975658,0.994677,1,0.940955,0.989408,1,0.728717,0.743545,0.761534,1,1,1,0.983509,0.992967,0.999228
1665,0.012048192,15.72289056,750,0.559085,0.471341,0.559549,0.634217,0.960428,0.992359,1,0.970361,0.993716,1,0.728715,0.744052,0.760856,1,1,1,0.98182,0.992627,0.998896
1665,0.01216545,15.87591225,749,0.559942,0.4667,0.555515,0.634558,0.966669,0.992082,1,0.962703,0.991309,1,0.728104,0.743973,0.761558,1,1,1,0.983597,0.992961,0.998647
1665,0.012279355,16.02455828,748,0.561097,0.470625,0.555964,0.624608,0.969295,0.994879,1,0.964767,0.991505,1,0.729836,0.744533,0.762151,1,1,1,0.983336,0.992022,0.998513
1665,0.01236476,16.1360118,747,0.562277,0.482699,0.559485,0.627882,0.959274,0.993713,1,0.961429,0.993609,1,0.728377,0.745084,0.76256,1,1,1,0.984068,0.992957,0.998871
1665,0.012374323,16.14849152,746,0.563188,0.482699,0.559485,0.627882,0.959651,0.993942,1,0.961051,0.993451,1,0.72859,0.745299,0.762631,1,1,1,0.984041,0.992785,0.998871
1665,0.012403101,16.18604681,745,0.56386,0.479297,0.560141,0.616059,0.871391,0.990803,1,0.960909,0.993776,1,0.730514,0.745991,0.764371,1,1,1,0.982582,0.992674,0.998932
1665,0.012461059,16.261682,744,0.563756,0.462251,0.561985,0.625601,0.973778,0.994829,1,0.95435,0.993319,1,0.731797,0.746678,0.764761,1,1,1,0.983373,0.993096,0.999079
1665,0.013056836,17.03917098,742,0.565053,0.504123,0.56739,0.628613,0.961113,0.993938,1,0.969687,0.995313,1,0.732776,0.747652,0.764738,1,1,1,0.985515,0.993427,0.998995
1665,0.013097072,17.09167896,741,0.56538,0.510236,0.576392,0.629699,0.882547,0.987596,1,0.969544,0.996734,1,0.732444,0.747895,0.764982,1,1,1,0.986397,0.9938,0.999211
1665,0.013147718,17.15777199,739,0.564457,0.473903,0.563643,0.631428,0.971868,0.994723,1,0.95893,0.99383,1,0.732718,0.748037,0.765877,1,1,1,0.985066,0.993762,0.999396
1665,0.013157895,17.17105298,738,0.565758,0.490857,0.564936,0.629925,0.981755,0.996838,1,0.965654,0.994476,1,0.732707,0.747995,0.766215,1,1,1,0.986409,0.993867,0.999209
1665,0.013178295,17.19767498,737,0.565993,0.511925,0.571465,0.625866,0.854675,0.988362,1,0.981819,0.996349,1,0.734092,0.749049,0.76511,1,1,1,0.986372,0.99402,0.999104
1665,0.013188519,17.2110173,736,0.566283,0.511925,0.571465,0.625866,0.854759,0.98842,1,0.981723,0.996311,1,0.734261,0.749229,0.765308,1,1,1,0.986369,0.994016,0.999104
1665,0.013198758,17.22437919,734,0.567456,0.491687,0.563738,0.630708,0.874728,0.988972,1,0.96822,0.994009,1,0.733639,0.749264,0.767538,1,1,1,0.986223,0.994136,0.999384
1665,0.013209013,17.23776197,733,0.568486,0.491687,0.563738,0.630708,0.874771,0.988996,1,0.968173,0.993984,1,0.733868,0.749519,0.767641,1,1,1,0.986223,0.994137,0.999384
1665,0.013219285,17.25116693,732,0.569655,0.47011,0.564403,0.626827,0.977628,0.996126,1,0.952909,0.993022,1,0.734194,0.749606,0.766821,1,1,1,0.985836,0.994195,0.999079
1665,0.013322884,17.38636362,731,0.570855,0.491083,0.572536,0.637707,0.963047,0.993997,1,0.964755,0.994807,1,0.734142,0.749417,0.76662,1,1,1,0.986131,0.994139,0.999328
1665,0.013846153,18.06922967,730,0.570833,0.504649,0.567223,0.621966,0.963141,0.991604,1,0.964661,0.994498,1,0.734418,0.751142,0.76809,1,1,1,0.98719,0.994966,0.99934
1665,0.013856813,18.08314097,729,0.570921,0.486829,0.56997,0.631075,0.855638,0.987595,1,0.964519,0.995344,1,0.735595,0.750998,0.768786,1,1,1,0.986508,0.995017,0.999585
1665,0.01394268,18.1951974,728,0.571228,0.481716,0.567432,0.62124,0.885189,0.990999,1,0.964425,0.994744,1,0.734848,0.751423,0.767867,1,1,1,0.988782,0.995462,0.999465
1665,0.013964313,18.22342847,727,0.571278,0.513574,0.577544,0.623022,0.963519,0.992363,1,0.980473,0.996991,1,0.737525,0.751539,0.770071,1,1,1,0.987955,0.995457,0.999645
